ID;LOCAL;NUMERO;BAIRRO;ANO;DATA;HORA;CIDADE;ENDEREÇO;TIPO DE FURTO;DIA DA SEMANA
2669;JOAO CORREA;1827;CENTRO;2025;16/07/2025;14:30:00;SAO LEOPOLDO;JOAO CORREA, 1827, CENTRO, SAO LEOPOLDO;SIMPLES;quarta-feira
2670;JOAO CORREA;2004;VICENTINA;2025;16/07/2025;14:30:00;SAO LEOPOLDO;JOAO CORREA, 2004, VICENTINA, SAO LEOPOLDO;QUALIFICADO;quarta-feira
2671;JOAO CORREA;84;SAO MIGUEL;2025;16/07/2025;08:00:00;SAO LEOPOLDO;JOAO CORREA, 84, SAO MIGUEL, SAO LEOPOLDO;SIMPLES;quarta-feira
2672;SAO JOAQUIM;611;CENTRO;2025;16/07/2025;14:00:00;SAO LEOPOLDO;SAO JOAQUIM, 611, CENTRO, SAO LEOPOLDO;CELULAR;quarta-feira
2673;SAO PAULO;909;CENTRO;2025;16/07/2025;00:00:00;SAO LEOPOLDO;SAO PAULO, 909, CENTRO, SAO LEOPOLDO;RESIDENCIA;quarta-feira
2674;PAROBE;1259;SCHARLAU;2025;17/07/2025;02:00:00;SAO LEOPOLDO;PAROBE, 1259, SCHARLAU, SAO LEOPOLDO;COMERCIO;quinta-feira
2675;DOM JOAO BECKER;313;CENTRO;2025;17/07/2025;20:00:00;SAO LEOPOLDO;DOM JOAO BECKER, 313, CENTRO, SAO LEOPOLDO;SIMPLES;quinta-feira
2676;JOAO CORREA;256;MORRO DO ESPELHO;2025;17/07/2025;14:00:00;SAO LEOPOLDO;JOAO CORREA, 256, MORRO DO ESPELHO, SAO LEOPOLDO;CELULAR;quinta-feira
2677;LEOPOLDO ALBINO SCHERER;415;SCHARLAU;2025;17/07/2025;18:30:00;SAO LEOPOLDO;LEOPOLDO ALBINO SCHERER, 415, SCHARLAU, SAO LEOPOLDO;VEICULO;quinta-feira
2678;MEDIANEIRA;439;CRISTO REI;2025;17/07/2025;10:00:00;SAO LEOPOLDO;MEDIANEIRA, 439, CRISTO REI, SAO LEOPOLDO;RESIDENCIA;quinta-feira
2679;NEROMY JOSE SCRINZ;43;VICENTINA;2025;17/07/2025;16:30:00;SAO LEOPOLDO;NEROMY JOSE SCRINZ, 43, VICENTINA, SAO LEOPOLDO;RESIDENCIA;quinta-feira
2680;PAMPEIRO;427;CAMPINA;2025;17/07/2025;08:00:00;SAO LEOPOLDO;PAMPEIRO, 427, CAMPINA, SAO LEOPOLDO;SIMPLES;quinta-feira
2681;NAO INFORMADO;0;SAO JOAO BATISTA;2025;17/07/2025;20:00:00;SAO LEOPOLDO;NAO INFORMADO, 0, SAO JOAO BATISTA, SAO LEOPOLDO;SIMPLES;quinta-feira
2682;SOBRADINHO;301;CAMPINA;2025;17/07/2025;16:30:00;SAO LEOPOLDO;SOBRADINHO, 301, CAMPINA, SAO LEOPOLDO;QUALIFICADO;quinta-feira
2683;THEODOMIRO PORTO DA FONSECA;2120;PADRE REUS;2025;17/07/2025;18:30:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 2120, PADRE REUS, SAO LEOPOLDO;QUALIFICADO;quinta-feira
2684;THOMAS EDSON;2598;VICENTINA;2025;17/07/2025;18:30:00;SAO LEOPOLDO;THOMAS EDSON, 2598, VICENTINA, SAO LEOPOLDO;SIMPLES;quinta-feira
2685;ALAGOAS;294 /0;SCHARLAU;2025;18/07/2025;03:00:00;SAO LEOPOLDO;ALAGOAS, 294 /0, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
2686;CORONEL ATALIBIO TAURINO DE REZENDE;3236;ARROIO DA MANTEIGA;2025;18/07/2025;22:00:00;SAO LEOPOLDO;CORONEL ATALIBIO TAURINO DE REZENDE, 3236, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;sexta-feira
2687;GASPAR SILVEIRA MARTINS;428;SANTOS DUMONT;2025;18/07/2025;17:00:00;SAO LEOPOLDO;GASPAR SILVEIRA MARTINS, 428, SANTOS DUMONT, SAO LEOPOLDO;CELULAR;sexta-feira
2688;LEOPOLDO KAMPF;245;SCHARLAU;2025;18/07/2025;07:30:00;SAO LEOPOLDO;LEOPOLDO KAMPF, 245, SCHARLAU, SAO LEOPOLDO;VEICULO;sexta-feira
2689;MARAU;287;ARROIO DA MANTEIGA;2025;18/07/2025;07:30:00;SAO LEOPOLDO;MARAU, 287, ARROIO DA MANTEIGA, SAO LEOPOLDO;RESIDENCIA;sexta-feira
2690;OITAVO BC;726;FIAO;2025;18/07/2025;08:00:00;SAO LEOPOLDO;OITAVO BC, 726, FIAO, SAO LEOPOLDO;SIMPLES;sexta-feira
2691;OITAVO BC;722;FIAO;2025;18/07/2025;02:00:00;SAO LEOPOLDO;OITAVO BC, 722, FIAO, SAO LEOPOLDO;SIMPLES;sexta-feira
2692;PADRE ANTONIO VIEIRA;427;CRISTO REI;2025;18/07/2025;06:00:00;SAO LEOPOLDO;PADRE ANTONIO VIEIRA, 427, CRISTO REI, SAO LEOPOLDO;VEICULO;sexta-feira
2693;PICADA CAFE;60;CAMPINA;2025;18/07/2025;18:00:00;SAO LEOPOLDO;PICADA CAFE, 60, CAMPINA, SAO LEOPOLDO;SIMPLES;sexta-feira
2694;ARNO SCHUCH;273;VICENTINA;2025;19/07/2025;13:00:00;SAO LEOPOLDO;ARNO SCHUCH, 273, VICENTINA, SAO LEOPOLDO;SIMPLES;sábado
2695;BENTO GONCALVES;569;CENTRO;2025;19/07/2025;23:00:00;SAO LEOPOLDO;BENTO GONCALVES, 569, CENTRO, SAO LEOPOLDO;ARROMBAMENTO;sábado
2696;BRASIL;1570;SAO MIGUEL;2025;19/07/2025;13:00:00;SAO LEOPOLDO;BRASIL, 1570, SAO MIGUEL, SAO LEOPOLDO;SIMPLES;sábado
2697;DOUTOR HILLEBRAND;1205;RIO DOS SINOS;2025;19/07/2025;14:00:00;SAO LEOPOLDO;DOUTOR HILLEBRAND, 1205, RIO DOS SINOS, SAO LEOPOLDO;CELULAR;sábado
2698;FORMOSA;46;CAMPINA;2025;19/07/2025;08:00:00;SAO LEOPOLDO;FORMOSA, 46, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sábado
2699;NOBREGA;814;CRISTO REI;2025;19/07/2025;07:30:00;SAO LEOPOLDO;NOBREGA, 814, CRISTO REI, SAO LEOPOLDO;VEICULO;sábado
2700;SENADOR SALGADO FILHO;3028;SCHARLAU;2025;19/07/2025;01:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 3028, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;sábado
2701;24;0;SANTOS DUMONT;2025;20/07/2025;04:00:00;SAO LEOPOLDO;24, 0, SANTOS DUMONT, SAO LEOPOLDO;CELULAR;domingo
2702;ANDRE EBLING;342;SANTO ANDRE;2025;20/07/2025;06:00:00;SAO LEOPOLDO;ANDRE EBLING, 342, SANTO ANDRE, SAO LEOPOLDO;FIOS E CABOS;domingo
2703;CAMPINA;2027;CAMPINA;2025;20/07/2025;11:00:00;SAO LEOPOLDO;CAMPINA, 2027, CAMPINA, SAO LEOPOLDO;RESIDENCIA;domingo
2704;FELIPE UEBEL;1215;SANTO ANDRE;2025;20/07/2025;05:00:00;SAO LEOPOLDO;FELIPE UEBEL, 1215, SANTO ANDRE, SAO LEOPOLDO;FIOS E CABOS;domingo
2705;LEOPOLDO ZIMERMAN;187;PINHEIRO;2025;20/07/2025;05:00:00;SAO LEOPOLDO;LEOPOLDO ZIMERMAN, 187, PINHEIRO, SAO LEOPOLDO;FIOS E CABOS;domingo
2706;SENADOR SALGADO FILHO;22;SANTOS DUMONT;2025;20/07/2025;10:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 22, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;domingo
